id,title
00ac0ed6be59b281c8f58c3d34387a424f5c6da1,Pathology of calves with diarrhoea in southern Britain
00adbbcc70c39794b7d91a479943c84cc33db30a,IMMUNOLOGY AND PREVENTION OF INFECTION IN FEEDLOT CATTLE
00ae0041374cbbf28df0d2cbeb08c1396a4f7878,Enzyme assays for synthesis and degradation of 2-5As and other 2′-5′ oligonucleotides
00b050ecae47c925db0eb4db5769ff1f907644b7,"Stephen L. Cochi, MD, MPH: An Outstanding Leader in Global Eradication, Elimination, and Control of Vaccine-Preventable Diseases 206"
00b8c7102a45f668b7e1367f858738079ee31fa1,Quantitative analysis and chromatographic fingerprinting for the quality evaluation of Scutellaria baicalensis Georgi using capillary electrophoresis
00c0b336da95c1d8a9c29236d81d2d7432d50407,X
00c19aff3efc6e6430f77d81580ac927990ad5a2,Utility of bronchoalveolar lavage in the management of immunocompromised patients presenting with lung infiltrates
00c88aab2bfcca0db253c972382e5eee245d071e,Production of complex viral glycoproteins in plants as vaccine immunogens
00cf719db65d07c0c7bdea9defaea448fc5f5786,A Systems Immunology Approach to Plasmacytoid Dendritic Cell Function in Cytopathic Virus Infections
00d16927588fb04d4be0e6b269fc02f0d3c2aa7b,"Real-time, MinION-based, amplicon sequencing for lineage typing of infectious bronchitis virus from upper respiratory samples"
00de144116134e535a0983af77e6d5525e13b5c2,Canine gastritis
00e48f933d59a933f5576d0f1ae348fdde44e291,The Use of Mass Spectrometry Technology (MALDI-TOF) in Clinical Microbiology
00e5a723d44eb9f2698c38b518eff85c00f9753b,X
00e7af2188897d57226ae59ebf7874882ff928a3,Cephalotaxine inhibits Zika infection by impeding viral replication and stability
00ec85838f0ebb20028f8600e1ad7b68155569f9,"Former Health Promotion Technical Officer at the Family Health Division, Department of Health, Ministry of Public Health in Thailand"
00ef21603a690ae62a62c48bac9c847059c0455f,Research in Veterinary Science
00f12a2adcfe8f8f62edfcad80b541c44692f2fa,Role of RNA chaperones in virus replication
00f1d7ae7a82e7db4b56c30d5e174439746c2d75,The Middle East respiratory syndrome coronavirus ଝ El coronavirus causante del síndrome respiratorio de Oriente Medio
00f244245f02c27974ee0dd3bc21fe47abcc03cb,Preliminary studies on feline coronavirus distribution in naturally and experimentally infected cats
00f7d667e3362066c08f7d6594d1d3b0cb16e08e,Third Director of the European Centre for Disease Prevention and Control takes office Eurosurveillance editorial team
00fcc6277c19f6b180232d7a6fe0b0abfafb21f7,Clinical Features and Factors Associated with Severity and Fatality among Patients with Severe Fever with Thrombocytopenia Syndrome Bunyavirus Infection in Northeast China
01028e4a3545be09d5cccb014ec011fcc1364508,Refl ection and Reaction
01041a0055287681d22358a256554d8dfa708654,Endosomal acidification and cathepsin L activity is required for calicivirus replication
0104f6ceccf92ae8567a0102f89cbb976969a774,BMC Medical Genetics Association of HLA class I with severe acute respiratory syndrome coronavirus infection
010e4485b14ced466c18111dcb99d1a40bee882e,Prevalence of canine coronavirus antibodies by an enzyme-linked immunosorbent assay in dogs in the south of Italy
0110275ca0d02bc34fdda42fa1a9810dd11cd962,Chikungunya virus: an update on antiviral development and challenges
0110eaeb5103ac1d44cc2e7aa0f6c0f621e6acc7,Increased pulmonary secretion of tumor necrosis factor-a in calves experimentally infected with bovine respiratory syncytial virus
01110a24b6ce133ae80d21a36c7994e364ba296c,Feature Selection Methods for Identifying Genetic Determinants of Host Species in RNA Viruses
0113b9a8d82039e8474e887038d643853b5fdfeb,Revitalization of integrated disease surveillance and response in Sierra Leone post Ebola virus disease outbreak
0114d791c43d76ec7d3e610dbbcb67a0d872382e,Viruses in Faeces
011b8a7002da6c0fae7ca76c127567a6462daf5d,"Survival of the Enveloped Virus Phi6 in Droplets as a Function of Relative Humidity, Absolute Humidity, and Temperature"
011d10dc7d0696923174fe8ed0c9e9c7855bd50c,Infectious diseases
01213acdd86020357259f2a1094bc43f9bb79796,Commentary Avian Influenza Virchow's Reminder
01234cee305e37a78cedea8148bf6177d47fe66b,Experimental infection of dromedaries with Middle East respiratory syndrome-Coronavirus is accompanied by massive ciliary loss and depletion of the cell surface receptor dipeptidyl peptidase 4 OPEN
01285aff189f375f52b762256d8f419ccad3077c,Thompson and Duintjer Tebbens The Journal of Infectious Diseases ®
012d67a440ec30896e8c89c67a736c2638512be1,Inhibition of enterovirus 71 infection by antisense octaguanidinium dendrimer-conjugated morpholino oligomers
01363927a2d74245f78e5850a085caf62836f9b8,Respirator Donning in Post- Hurricane New Orleans
013ce450f63ae2496b92f987e35b55125a43947f,Enteric Viral Infections of Pigs and Strategies for Induction of Mucosal Immunity
013d9d1cba8a54d5d3718c229b812d7cf91b6c89,"Assessing spread risk of Wuhan novel coronavirus within and beyond China, January-April 2020: a travel network-based modelling study"
014ce88b18095a1eaa877ab5aae818df6ec214f6,Correspondence
014d7df59dc6c5ed456bf19b76b394e920d3a9dc,Entry of Scotophilus Bat Coronavirus-512 and Severe Acute Respiratory Syndrome Coronavirus in Human and Multiple Animal Cells
014e31dce7e3f2b1a7020a5debfbf228182f8b5e,PROTECTION PERFORMANCE OF BIOLOGICAL PPE 521 Performance of materials used for biological personal protective equipment against blood splash penetration
014fb9a001135a4f1d84e955cbd054eadb50b94c,X
014fcb209d3870dce737d4d50e3ec85044cfd2f6,95 PULMONARY COMPLICATIONS OF ENDOCRINE DISEASES
0150622984aaf93314f67898865dd75ec543b00c,"Macrophages: Their role, activation and polarization in pulmonary diseases"
01548ef6d46d6e6d72afe8cbf4e231552b9d2bd7,The Presence of Viruses in Uninoculated Tissue Cultures: Sources and Methods of Detection
015729be3f439e9ef2033276a4ef14df8873dda9,Original Article Screening for Antiviral Activities of Isolated Compounds from Essential Oils
0158a2a95347061f182f81f8c5a63ae62c23ab7b,In defense of the Desiderata
0167dddb0e2783a60841b8e6f2b4e4cb981904e2,Three cases of idiopathic eosinophilic enteritis with chronic obstinate diarrhea in Japanese Black fattening cattle
01732214b0e66594afaceb2f641102b42e1b4685,"Global Capacity for Emerging Infectious Disease Detection, 1996-2014 ONLINE REPORT EID journal EID journal Follow the EID journal on Twitter and get the most current information from Emerging Infectious Diseases. @CDC_EIDjournal"
01786225fa483c68167c505cdfab71de4ce9610e,Class II-restricted T cell responses in Theiler's murine encephalomyelitis virus (TMEV)-induced demyelinating disease III. Failure of neuroantigen-specific immune tolerance to affect the clinical course of demyelination
0180abece22ace6548f4601591c98059808d0509,Enterovirus D68 Infections Associated with Severe Respiratory Illness in Elderly Patients and Emergence of a Novel Clade in Hong Kong
018269476cd191365d6b8bed046078aea07c8c01,A mathematical model for simulating the phase-based transmissibility of a novel coronavirus
0185df64da339e8d1b822db72fee79a25edeb759,"The effect of diatomaceous earth in live, attenuated infectious bronchitis vaccine, immune responses, and protection against challenge"
01880ef487dfed3681dd6d296a0a82417b8f38a0,Molecular Sciences Impact of RNA Virus Evolution on Quasispecies Formation and Virulence
0188231fdedeb6be9c033cb5a8a78ff537ccaaa3,Repurposing host-based therapeutics to control coronavirus and influenza virus
0188acc1eba8c0a3adef55aeada7de552cf855be,"Discovery of a subgenotype of human coronavirus NL63 associated with severe lower respiratory tract infection in China, 2018"
0189f61cdf80e0271a3327abcb1ab3a20ac110dc,Hypothalamic integration of immune function and metabolism
018a299cbdcbebd6f4c2584376941907fe7d3aaf,How the Hong Kong government lost the public trust in SARS: Insights for government communication in a health crisis
018b5b5f732e955d349e14a83481739502ae104c,"Potential risk of viral transmission from flying foxes to domestic animals and humans on the southern coast of West Java, Indonesia"
019760388ec5fa9151add6cfe32178deda5433eb,Structure-based identification of functional residues in the nucleoside- 2 0 -O-methylase domain of Bluetongue virus VP4 capping enzyme-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/)
019c344f4e7cb623efafb8ee57dcd67602ea80f2,"Dihydromyricetin: A review on identification and quantification methods, biological activities, chemical stability, metabolism and approaches to enhance its bioavailability"
019d20e17ba322b7de8e8d3a26a4f340a1df2008,X
019ede0c6f1c02b64dea8e05e3bc8c7cb5811fae,X
019ee335c75173ed118a7707d5887288c596884e,The Asia Pacific Academic Consortium for Global Public Health and Medicine: Stabilizing South- South Academic Collaboration KEYWORDS South-South Academic collaboration Development assistance for health Asia Pacific Academic Consortium for Public Health Developmental strategies
01a462bf8cf2cd973d1651b991d27c9556d2ae3c,A mobile loop near the active site acts as a switch between the dual activities of a viral protease/deubiquitinase
01aa247284f0baf43293d8ea335b70781365a985,Comparative Evaluation of Three Homogenization Methods for Isolating Middle East Respiratory Syndrome Coronavirus Nucleic Acids From Sputum Samples for Real-Time Reverse Transcription PCR
01ad54cabdcd7e03fa2f4bf689137cca0f4a4729,"College of Public Health and Health Informatics, King Saud bin Abdulaziz University for Health Sciences"
01b5ae0cce289ca9cdcebc4079f960e833cfbd79,A Genome-Wide Analysis of RNA Pseudoknots That Stimulate Efficient −1 Ribosomal Frameshifting or Readthrough in Animal Viruses
01b5d50e48a2148c4c3d1abdf3f3bb585b744f8d,Discovery of Keap1−Nrf2 small−molecule inhibitors from phytochemicals based on molecular docking
01bc7ba2ffbb100ca3b41e7acf276ad7c3dba1aa,Serum interleukin-6 as a prognostic marker in neonatal calf diarrhea
01bc7fe59fc7feb0e3d23c716aa23a694a4362a2,Open Forum Infectious Diseases Open Forum Infectious Diseases ® Outpatient Antibiotic Stewardship: A Growing Frontier-Combining Myxovirus Resistance Protein A With Other Biomarkers to Improve Antibiotic Use
01c47a7e53b4cf4783d55125936061e2ca0d9817,Meta-transcriptomics and the evolutionary biology of RNA viruses
01c6c44650ad5466cdb134a28d0b14700fa3906d,Patterns of Positive Selection in Six Mammalian Genomes
01c6ed4b3dee404e4d908af40ab93183b573e9ec,Treatment of Middle East Respiratory Syndrome with a combination of lopinavir- ritonavir and interferon-β1b (MIRACLE trial): study protocol for a randomized controlled trial
01cfb2699f116b6a9e107c5eb20b1c5327d554f0,X
01cff21366d475b5bc294c90da89a521b510234a,"The viral aetiology of influenza-like illnesses in Kampala and Entebbe, Uganda, 2008"
01d162d7fae6aaba8e6e60e563ef4c2fca7b0e18,"TWIRLS, an automated topic-wise inference method based on massive literature, suggests a possible mechanism via ACE2 for the pathological changes in the human host after coronavirus infection"
01da673e20cd238a80f84f9665d3d467c807fcfc,Atypical presentations of MERS-CoV infection in immunocompromised hosts
01de46a248049d2fbdc049b686ee5b172301d0fa,X
01e3b313e78a352593be2ff64927192af66619b5,Title: Viruses are a dominant driver of protein adaptation in mammals
01e6b95b17fad557a310e455f5b5994628267452,Original Article Three-dimensional Culture of Human Airway Epithelium in Matrigel for Evaluation of Human Rhinovirus C and Bocavirus Infections *
01ed70eb48931f96767db9b2c12f655d8343fe85,"The complex associations of climate variability with seasonal influenza A and B virus transmission in subtropical Shanghai, China"
01f0ffeafb753f0a54cde6d40252d74b7c64f6b9,Respiratory nanoparticle-based vaccines and challenges associated with animal models and translation
01f48822661d416716bb7c132c1fffd0a4b68ede,X
01fe9408aa72a025bad89a695b389c4e509ed67d,Emergency Preparedness and Public Health Systems Lessons for Developing Countries
02016f5da58f97adbf8d99660991cd31c9fc0564,Systematic review Does reduced MHC diversity decrease viability of vertebrate populations?
0202570f287db3855971381b0c9a25c6a574590c,X
02049ffbdb20997055c4def3516af0e6e40dd427,Ribonuclease L mediates the cell-lethal phenotype of double-stranded RNA editing enzyme ADAR1 deficiency in a human cell line
020b5542b4685e58484858fa9116df98f176f2c4,"Editorial: Transforming Global Health, Global Health Education, Infectious Disease, and Chronic Conditions in the 21st Century"
020cbcde8a432a4416048da0c7bf17c5460d3fcf,SYMPOSIUM: CALFHOOD DISEASES AND IMMUNIZATION PROGRAMS Probable Role of Viruses in Calfhood Diseases
020d76b46fd89983f3092d4e16e2d32c9a76df9c,v irus Research Evolutionary implications of genetic variations in the Sl gene of infectious bronchitis virus
021144f6c1945b9bff9ea9e4b04b24dcf53330b4,Identification and Comparison of Receptor Binding Characteristics of the Spike Protein of Two Porcine Epidemic Diarrhea Virus Strains
021aa59c28ff346dcdd67e70d20b4dc2af4bc3c9,Algorithms for interval-valued fuzzy soft sets in emergency decision making based on WDBA and CODAS with new information measure
021be4c280d043e92a4a3e03d07d7a684bfac12f,Central Nervous System Stromal Cells Control Local CD8 + T Cell Responses during Virus-Induced Neuroinflammation
021c6cee4475973338022c029affed87f706de5a,Role of angiotensin-converting enzyme (ACE) and ACE2 in a rat model of smoke inhalation induced acute respiratory distress syndrome
021fba0f252408868fa29b65686dedb3b3d6bf02,Isolation of the Binding Protein of Periplocoside E from BBMVs in Midgut of the Oriental Amyworm Mythimna separata Walker (Lepidoptera: Noctuidae) through Affinity Chromatography
02222b4c2541104041378a7fc4a9bc694390234e,ACE2: from vasopeptidase to SARS virus receptor
022434521151082484ec4ccae99a33f4ba403e9e,Endogenous Opiates: 1993
02244d29bb87f17eaac17df1a3520fff5e492fe1,X
02272eaecb2fa1b98f52b0a5f7d3883889e11d94,INTERACTION OF INFLUENZA VIRUS WITH SWINE ALVEOLAR MACROPHAGES: INFLUENCE OF ANTI-VIRUS ANTIBODIES AND CYTOCHALASIN B
02276a07ed2aa49afe07d97e7d7286b2b6fea532,Intracellular sensing of viral genomes and viral evasion
02280f4671f272485b91fcba2c5c8955bde6c027,Clinical Commentary iII CHEST Uncharted Paths· Hospital Networks in Critical Care
022abf5f202c04e2bbf88d829db9844746e0fb71,CLINICAL EXPERIMENTAL VACCINE RESEARCH
022c31717b2ad8e7c25aab342d27c203d7e32527,Virulence Potential of Fusogenic Orthoreoviruses
022efb5d64e88419546d697b6a5a96e6bc8a9fab,Harnessing host-virus evolution in antiviral therapy and immunotherapy
022f57ee7cc12a028138116e56177bc69d3f3464,-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/). Peer-review under responsibility of the CENTRO CONGRESSI INTERNAZIONALE SRL A study on the contaminant dispersion from isolation ward under abnormal operation of facilities Peer-review under responsibility of the CENTRO CONGRESSI INTERNAZIONALE SRL
0232fb63102da4a8c348c4f5d80918bce61204ef,/6 AVIAN IMMUNOSUPPRESSIVE DISEASES AND IMMUNE EVASION
02367294fca9464069595ab8c888b068764131e5,"Loop-mediated isothermal amplifi cation (LAMP): a rapid, accurate, and cost-effective diagnostic method for infectious diseases"
0238ae6d1d1c154d0bb2708c03c9da07f9c55e05,High titers of IgE antibody to dust mite allergen and risk for wheezing among asthmatic children infected with rhinovirus
023907d5dbdb76f3e1c3b38622cb60fe98c17479,Pre-structured hydrophobic peptide β-strands: A universal amyloid trap?
023aa7bdf9b73b7453051e8fd33f9e80df951001,X
023af2216525c16fa52a75b99cc91ebb03e93107,Structural basis for the neutralization of MERS-CoV by a human monoclonal antibody MERS-27
023b805a96c852619186f55af4bbbdd5f9fa8156,Gene Variations in Cis-Acting Elements between the Taiwan and Prototype Strains of Porcine Epidemic Diarrhea Virus Alter Viral Gene Expression
023b89a5ec6dec38e943ec4cfc67598845d3b0ff,BIOTHREATS AND EMERGING INFECTIOUS DISEASES Agents of Emerging Infectious Diseases
023bc09bf4c0ac2b5663d36478631b1e30fc9372,Section I: General Considerations
023c5cf585e15867727bd471ed13ae56d6c108d6,Human metapneumovirus: review of an important respiratory pathogen
023dff96542ca1e77e3a1d08a2f3893ca1ebc057,"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat"
0240a12c9fdf6c03193f58d1b49f0ef17f837d4a,Supersize me: how whole-genome sequencing and big data are transforming epidemiology
0240d3f4895ff1e6a36066b8a2ba0638c2f483d2,Original Article
0241ada1b12eaacadc56a59586bc1728a580583d,Permissiveness of human hepatoma cell lines for HCV infection
02446b7339780b1dd3f59303ef7595e08db6fa86,X
02480623218229a12cdbc4800defc262f7cc175c,Breast Cancer Resistance Protein (BCRP/ABCG2) Inhibits Extra Villous Trophoblast Migration: The Impact of Bacterial and Viral Infection
024d0bef5417a110fb52607e85ec80eb4d7d92a3,Nucleocapsid protein-dependent assembly of the RNA packaging signal of Middle East respiratory syndrome coronavirus
02522a1b4512e4d2880a6a551a8dff589d4cb393,Analysis of Ebola Virus Entry Into Macrophages
02533ec56945ea7e9e80eb9713707fd709de5c03,Trombocitosis extrema reactiva en un niño sano de 6 años
0255e9592e43d4781d33cb0067017700ab56fdb3,Evaluation of peptide-aldehyde inhibitors using R188I mutant of SARS 3CL protease as a proteolysis-resistant mutant
02569bcf9a7e53d2d262ef58dbfb2f9d38e7c7b2,Sequence Analysis of the 3' End of the Feline Coronavirus FIPV 79-1146 Genome: Comparison with the Genome of Porcine Coronavirus TGEV Reveals Large Insertions
0257dffb6a2cc8bdf6d252c400a38419ef256505,"Genetic Diversity of Spike, 3a, 3b and E Genes of Infectious Bronchitis Viruses and Emergence of New Recombinants in Korea"
025caa475da8ddd8fff850c4a42eb1c0317db8c2,Increase in placental apolipoprotein D as an adaptation to human gestational diabetes
025ed2caa0ae1ab7f04d3479116e6ed2a334938d,Clinicopathological Phenotype of Autosomal Recessive Cholesterol Deficiency in Holstein Cattle
026195c31c1b5e03c8b24560de008bce009e6ada,Rapid Identification of Emerging Pathogens: Coronavirus Rapid Identification of Emerging Pathogens
0262352e1e494783c82a155b0529ae24fa3ee610,NMR structures and localization of the potential fusion peptides and the pre-transmembrane region of SARS-CoV: Implications in membrane fusion
0263ef539a1344a642b1f4ff11aee6bc6ca84a34,st Workshop of the Canadian Society for Virology
02652961663ca435c195fb0ed3e43642e04cfab3,Authors' response: Plenty of coronaviruses but no SARS-CoV-2
0267ea0cfef9e90f5e60e97839370e11c253f17b,Evolutionary Medicine of Retroviruses in the Human Genome
026bb64f354ecbcbf5eaec43bc3ef49a6fc80595,Virological and clinical characterization of respiratory infections in children attending an emergency department during the first autumn-winter circulation of pandemic A (H1N1) 2009 influenza virus
026c59766e222f22b416a6525ae3194a140b5faa,Two Novel Parvoviruses in Frugivorous New and Old World Bats
02766b20eeb39ff051a2f110def2e4bf8b9b010b,Proteome Profile of Swine Testicular Cells Infected with Porcine Transmissible Gastroenteritis Coronavirus
02783b0989ab6a54fd4af139d787b69b9d9d009e,"Single Assay for Simultaneous Detection and Differential Identification of Human and Avian Influenza Virus Types, Subtypes, and Emergent Variants"
027e736af0f7c4ad8c9a5422ff628c6bd0f1e508,Clinical reviews in allergy and immunology Series editors: Viral infection of the lung: Host response and sequelae
027f86c44365e0ba6a6c26e24134c4c3e98a72ef,Virus-host interactomics: new insights and opportunities for antiviral drug discovery
0283481e4ea4ac671a58c507fd35b7f7646ed071,Biochemical and functional characterization of the membrane association and membrane permeabilizing activity of the severe acute respiratory syndrome coronavirus envelope protein
02843e9be924677d6541e0221a26501ce2111aaa,The differentiated airway epithelium infected by influenza viruses maintains the barrier function despite a dramatic loss of ciliated cells OPEN
028682066316afac70106cd4587077aa61e6347b,Disease Transmission and Networks q
02880533f058a71d5ba8e620b193bf308b7a4b10,Highlights from ProMED (www.promedmail.org) Latest outbreak news from ProMED-mail Novel coronavirus -Middle East §
028ba4ee4318f0b8adc78559aa2f129d272587e9,Case-control study of microbiological etiology associated with calf diarrhea
0293ec2b1cf8097392297cffd06854d2f37348f4,Rapid detection of respiratory organisms with FilmArray respiratory panel and its impact on clinical decisions in Shanghai
029440dede483511b869a1a8ac39a7b53e5cc22f,X
02974b9466bf593193d05ada669d7ff0567bb657,Can an Infectious Disease Genomics Project Predict and Prevent the Next Pandemic?
0297dd12949520da3a9183153d1448ccdb3be7cc,Optimization of Phosphorus Localization by EFTEM of Nucleic Acid Containing Structures
02998402c64a65e3ea2fd0fdd8f688aeebda6192,Complete Genome Sequencing of a Novel Strain of Sapelovirus A Circulating in Vietnam GENOME SEQUENCES crossm
02a009e42054081b441d0f4b203679c4b0cae38d,Three asymptomatic animal infection models of hemorrhagic fever with renal syndrome caused by hantaviruses
02a10968b96d504f345b961edd44af671026b2e8,X
02a29bd2f39ecdbbb5e51a003c0bc7818029f384,A Recombinant Influenza A/H1N1 Carrying A Short Immunogenic Peptide of MERS-CoV as Bivalent Vaccine in BALB/c Mice
02a37452d5c5906b46021fbfa99a96df71704b65,What roles do growth factors play in CNS remyelination?
02a9caf11a66858c1a691a04a8d7fac1c80db9f7,Modifications in the branched arms of a class of dual inhibitors of HIV and EV71 replication expand their antiviral spectrum
02a9fd5f564cb3a5b6b1fdbcd9df585b8e24a2de,Performance Evaluation of the Maxwell 16 System for Extraction of Influenza Virus RNA from Diverse Samples
02aabb0b8eb8a3f3692e162442bbed19c5f915b6,"Synchronized shift of oral, faecal and urinary microbiotas in bats and natural infection dynamics during seasonal reproduction"
02b2d8d3432995c81a3ddf2821723f95809dda3d,Clinical Communications: Pediatrics CEREBROVASCULAR ACCIDENT IN A PEDIATRIC PATIENT PRESENTING WITH INFLUENZA
02b49c1ad3decbf31774e878695ba1a778057894,Integration of Specialized Research Services into Clinical Laboratory Operations Chapter Outline
02b60c38bd61ad41928b07c72f049390d6848a3f,Antibiotics nonadherence and knowledge in a community with the world's leading prevalence of antibiotics resistance: Implications for public health intervention
02b8dea56378d11fe92d6a60ff37a34b0d6ea63e,Open Access CD147 overexpression on synoviocytes in rheumatoid arthritis enhances matrix metalloproteinase production and invasiveness of synoviocytes
02c0ea4d7baa5d4a1be0ef51ec6f0f59ade2d1f9,X
02c47f9c17a219ee65eb190107c7992066401ba9,Development of multiplexed bead arrays for the simultaneous detection of nucleic acid from multiple viruses in bat samples
02c4e304d5e063e9bd66d293a8c1472a5865c173,Citation: Identification of Diverse Bat Alphacoronaviruses and Betacoronaviruses in China Provides New Insights Into the Evolution and Origin of Coronavirus-Related Diseases
02cb66c571aff5637cfd471c464354cad440c2c3,Immune Responses of the Bovine Fetus 1
